seqname	start	end	strand	gene_id	gene_name	gene_type
chr19	3121116	3122128	-	ENSG00000267688.1	AC005262.2	antisense
chr19	3544199	3557569	+	ENSG00000267436.1	AC005786.7	antisense
chr19	3961414	3961512	-	ENSG00000207733.1	MIR637	miRNA
chr19	4445978	4446048	+	ENSG00000266437.1	MIR4746	miRNA
chr19	4447304	4448217	+	ENSG00000267030.1	CTB-50L17.7	antisense
chr19	4652171	4652283	-	ENSG00000280849.1	AC005339.1	miRNA
chr19	4654964	4655524	-	ENSG00000268565.1	AC005339.2	antisense
chr19	4791745	4795559	-	ENSG00000269604.1	AC005523.2	antisense
chr19	6176256	6176442	-	ENSG00000267415.1	CTC-503J8.2	transcribed_processed_pseudogene
chr19	6494320	6494805	+	ENSG00000268203.1	CTD-2396E7.9	antisense
chr19	6494320	6495025	+	ENSG00000268191.1	CTD-2396E7.10	antisense
chr19	6736712	6736778	-	ENSG00000277714.1	MIR6791	miRNA
chr19	7519916	7520460	-	ENSG00000269371.1	CTD-2207O23.11	antisense
chr19	7870561	7871296	+	ENSG00000268120.1	CTD-3193O13.11	lincRNA
chr19	7912648	7913518	-	ENSG00000268149.1	CTD-3193O13.13	antisense
chr19	7959123	7960012	+	ENSG00000269813.1	CTD-3193O13.14	antisense
chr19	10286967	10288522	+	ENSG00000105371.8	ICAM4	protein_coding
chr19	10403458	10403538	-	ENSG00000221566.1	MIR1181	miRNA
chr19	11322156	11324195	+	ENSG00000267576.1	CTC-510F12.6	sense_intronic
chr19	12379746	12383687	-	ENSG00000248406.1	CTD-3105H18.4	transcribed_unprocessed_pseudogene
chr19	12688922	12689238	+	ENSG00000267791.1	CTD-2659N19.2	antisense
chr19	12796823	12801849	+	ENSG00000267062.1	CTD-2659N19.10	antisense
chr19	12944118	12944487	-	ENSG00000267458.1	CTC-425F1.4	antisense
chr19	13153071	13154193	-	ENSG00000267598.1	CTC-250I14.6	antisense
chr19	14073361	14073479	+	ENSG00000277805.1	MIR1199	miRNA
chr19	14163039	14163183	+	ENSG00000281044.1	AC022098.2	miRNA
chr19	14213241	14213321	+	ENSG00000280955.1	AC011509.1	miRNA
chr19	14402717	14408723	-	ENSG00000267379.1	CTC-548K16.5	antisense
chr19	14529543	14529640	+	ENSG00000207707.1	MIR639	miRNA
chr19	15449548	15449608	+	ENSG00000269782.1	MIR1470	miRNA
chr19	15834730	15834804	+	ENSG00000273782.1	UCA1	misc_RNA
chr19	16551773	16552328	+	ENSG00000268309.1	CTD-3222D19.11	antisense
chr19	16565551	16566330	+	ENSG00000269085.1	CTD-3222D19.10	antisense
chr19	16586905	16587985	-	ENSG00000269578.1	CTD-3222D19.5	sense_intronic
chr19	16910496	16910579	-	ENSG00000280536.1	AC008737.1	miRNA
chr19	17419305	17419774	-	ENSG00000269053.1	CTD-2521M24.8	antisense
chr19	17727840	17734513	-	ENSG00000268112.1	CTD-3149D2.4	antisense
chr19	17862588	17862720	+	ENSG00000207166.1	SNORA68	snoRNA
chr19	18009440	18009881	-	ENSG00000279172.1	CTB-52I2.7	TEC
chr19	18144522	18151691	-	ENSG00000269145.2	AC007192.6	antisense
chr19	18448275	18448802	+	ENSG00000279262.1	CTD-3137H5.5	TEC
chr19	18568506	18569375	-	ENSG00000268983.1	AC005253.4	antisense
chr19	18868545	18896096	-	ENSG00000130283.8	GDF1	protein_coding
chr19	19255638	19256141	+	ENSG00000280282.1	LLNLR-259H9.1	TEC
chr19	20125044	20125484	+	ENSG00000224864.4	CTC-260E6.2	transcribed_processed_pseudogene
chr19	21188598	21188953	+	ENSG00000268995.1	VN1R82P	unprocessed_pseudogene
chr19	21592727	21593041	+	ENSG00000274503.1	RP11-678G14.6	unprocessed_pseudogene
chr19	21753011	21753083	+	ENSG00000265084.1	AC092364.1	miRNA
chr19	22601485	22601707	+	ENSG00000240713.3	RN7SL860P	misc_RNA
chr19	33207129	33207639	+	ENSG00000273420.1	CTD-2540B15.13	3prime_overlapping_ncrna
chr19	33299934	33301168	+	ENSG00000267580.1	CTD-2540B15.11	antisense
chr19	33301279	33301940	+	ENSG00000267727.1	CTD-2540B15.7	antisense
chr19	34645662	34646070	+	ENSG00000269811.2	SCGB2B3P	processed_pseudogene
chr19	35122700	35122764	+	ENSG00000278663.1	MIR6887	miRNA
chr19	36114362	36115146	+	ENSG00000279504.1	AD001527.4	TEC
chr19	38385522	38386759	+	ENSG00000267090.1	AC005789.9	antisense
chr19	41425359	41426237	+	ENSG00000268475.1	CTC-435M10.6	antisense
chr19	41605341	41605671	-	ENSG00000269266.1	DNAJC19P2	processed_pseudogene
chr19	42078588	42080107	-	ENSG00000268525.1	CTB-59C6.3	antisense
chr19	42424384	42425071	-	ENSG00000268605.1	CTB-50E14.4	sense_intronic
chr19	44758657	44758721	+	ENSG00000277736.1	MIR8085	miRNA
chr19	45149750	45150605	-	ENSG00000267037.1	AC005757.7	lincRNA
chr19	45638994	45639087	-	ENSG00000199066.1	MIR330	miRNA
chr19	45938139	45938282	-	ENSG00000280818.1	AC008623.1	miRNA
chr19	46382492	46383169	-	ENSG00000268810.1	AC007193.9	antisense
chr19	46390515	46390852	-	ENSG00000269151.1	AC007193.8	antisense
chr19	46609277	46610779	-	ENSG00000269292.1	CTB-12A17.3	antisense
chr19	47226942	47227021	+	ENSG00000265134.1	MIR3190	miRNA
chr19	47581231	47581313	+	ENSG00000281476.1	AC010331.1	miRNA
chr19	47755853	47755962	+	ENSG00000221803.1	SNORD23	snoRNA
chr19	48966694	48966775	-	ENSG00000281206.1	AC026803.1	miRNA
chr19	49489965	49490048	+	ENSG00000201675.1	SNORD32A	snoRNA
chr19	49490615	49490699	+	ENSG00000199631.1	SNORD33	snoRNA
chr19	49490904	49490974	+	ENSG00000202503.1	SNORD34	snoRNA
chr19	49491175	49491260	+	ENSG00000200259.1	SNORD35A	snoRNA
chr19	49497720	49497806	+	ENSG00000200530.1	SNORD35B	snoRNA
chr19	49625994	49626439	-	ENSG00000268636.1	CTB-33G10.11	antisense
chr19	49688853	49690573	-	ENSG00000268677.1	CTB-33G10.6	antisense
chr19	49832018	49832099	+	ENSG00000277609.1	MIR6800	miRNA
chr19	49888175	49888230	+	ENSG00000263462.1	MIR4750	miRNA
chr19	49933064	49933137	+	ENSG00000265438.1	MIR4751	miRNA
chr19	49949316	49949527	-	ENSG00000221125.2	U3	snoRNA
chr19	50310022	50310539	-	ENSG00000267815.1	CTB-191K22.5	antisense
chr19	50480119	50483351	-	ENSG00000268854.1	CTD-2545M3.2	antisense
chr19	50486810	50487638	-	ENSG00000268518.1	CTD-2545M3.8	lincRNA
chr19	50799032	50799122	-	ENSG00000221381.1	SNORD88B	snoRNA
chr19	50802328	50802418	-	ENSG00000220988.1	SNORD88C	snoRNA
chr19	51014374	51014734	+	ENSG00000268739.1	CTC-518B2.12	antisense
chr19	51692773	51692881	+	ENSG00000198972.2	MIRLET7E	miRNA
chr19	51693254	51693339	+	ENSG00000208008.1	MIR125A	miRNA
chr19	52564076	52564231	+	ENSG00000242255.1	RPL39P34	transcribed_unprocessed_pseudogene
chr19	53162428	53163563	+	ENSG00000268842.1	CTD-2245F17.2	antisense
chr19	53386233	53386388	+	ENSG00000241069.1	CTD-3141N22.1	transcribed_processed_pseudogene
chr19	53426019	53426499	-	ENSG00000249435.1	CTD-2224J9.7	processed_pseudogene
chr19	53495887	53496037	+	ENSG00000241434.1	CTD-2224J9.4	transcribed_processed_pseudogene
chr19	53762335	53762445	+	ENSG00000280835.1	AC011453.2	miRNA
chr19	53787675	53787741	+	ENSG00000199031.1	MIR371A	miRNA
chr19	53787890	53787956	+	ENSG00000199095.1	MIR372	miRNA
chr19	53874626	53876049	-	ENSG00000232220.2	AC008440.5	antisense
chr19	53982307	53982397	+	ENSG00000215998.1	MIR935	miRNA
chr19	54589441	54590287	+	ENSG00000269271.1	CTB-83J4.2	lincRNA
chr19	55312029	55312495	-	ENSG00000268729.1	CTD-2105E13.14	antisense
chr19	55388181	55388242	+	ENSG00000277326.1	MIR6805	miRNA
chr19	55705978	55706172	-	ENSG00000267689.1	AC010525.5	processed_pseudogene
chr19	55707550	55707855	+	ENSG00000268593.3	CTD-2611O12.6	processed_pseudogene
chr19	56316524	56316636	-	ENSG00000200646.1	Y_RNA	misc_RNA
chr19	56377037	56377792	-	ENSG00000267459.1	AC006116.27	transcribed_processed_pseudogene
chr19	56547105	56547241	+	ENSG00000281545.1	AC005498.1	miRNA
chr19	56840905	56840992	+	ENSG00000281440.1	MIMT1_1	sRNA
chr19	56848068	56848204	+	ENSG00000274777.1	MIMT1_2	misc_RNA
chr19	58310917	58311002	-	ENSG00000264333.1	AC020915.1	miRNA
chr19	58475355	58475763	-	ENSG00000269106.1	CTD-2619J13.23	antisense
chr19	58582024	58582609	+	ENSG00000268784.1	MGC2752	transcribed_unprocessed_pseudogene
chr19	58586158	58586356	+	ENSG00000269032.1	AC016629.7	transcribed_processed_pseudogene
chr20	1392900	1392961	-	ENSG00000276741.1	MIR6869	miRNA
chr20	2652777	2652842	+	ENSG00000221062.1	MIR1292	miRNA
chr20	2654212	2654286	+	ENSG00000221116.1	SNORD110	snoRNA
chr20	2656097	2656182	+	ENSG00000212498.1	SNORD86	snoRNA
chr20	2656624	2656694	+	ENSG00000229686.1	SNORD56	snoRNA
chr20	2656939	2657010	+	ENSG00000226572.1	SNORD57	snoRNA
chr20	10025917	10026168	+	ENSG00000276525.1	Metazoa_SRP	misc_RNA
chr20	21501395	21501968	+	ENSG00000227693.1	GSTM3P1	processed_pseudogene
chr20	21511447	21512309	+	ENSG00000258197.1	NKX2-2-AS1	antisense
chr20	22733210	22733301	-	ENSG00000265151.1	AL158175.1	miRNA
chr20	31581089	31581192	+	ENSG00000201770.1	RNU6-384P	snRNA
chr20	32237795	32237847	+	ENSG00000221667.1	MIR1825	miRNA
chr20	35544430	35544747	-	ENSG00000224497.1	RPL36P4	processed_pseudogene
chr20	36255716	36255820	+	ENSG00000281193.1	AL121895.1	miRNA
chr20	38421647	38421774	-	ENSG00000277034.1	SNORA71	snoRNA
chr20	38425198	38425331	-	ENSG00000273718.1	SNORA71	snoRNA
chr20	38448084	38448215	+	ENSG00000274309.1	SNORA71E	snoRNA
chr20	43549389	43550949	-	ENSG00000226143.1	RP1-138B7.5	antisense
chr20	47651067	47651156	+	ENSG00000280970.1	AL034418.1	miRNA
chr20	49278427	49278624	+	ENSG00000277830.1	ZNFX1-AS1_1	misc_RNA
chr20	49279116	49279208	+	ENSG00000274760.1	ZNFX1-AS1_2	misc_RNA
chr20	49280485	49280571	+	ENSG00000277967.1	ZNFX1-AS1_3	misc_RNA
chr20	49280683	49280772	+	ENSG00000212304.1	SNORD12	snoRNA
chr20	50840615	50840749	-	ENSG00000230043.1	TMSB4XP6	processed_pseudogene
chr20	56459428	56459583	-	ENSG00000228601.1	RPL39P	processed_pseudogene
chr20	56460266	56460357	-	ENSG00000212084.2	AL121914.1	miRNA
chr20	58817615	58817694	-	ENSG00000276373.1	MIR296	miRNA
chr20	58842030	58842132	+	ENSG00000276859.1	GNAS-AS1_1	misc_RNA
chr20	58850530	58850641	+	ENSG00000274491.1	GNAS-AS1_4	misc_RNA
chr20	58850783	58850903	+	ENSG00000275069.1	GNAS-AS1_5	misc_RNA
chr20	61953546	61953662	-	ENSG00000221417.1	MIR1257	miRNA
chr20	62064802	62064885	+	ENSG00000265306.1	MIR3195	miRNA
chr20	62134680	62135089	-	ENSG00000280448.1	AL078633.1	pseudogene
chr20	62845664	62845912	+	ENSG00000233838.5	DPH3P1	processed_pseudogene
chr20	63102142	63102259	+	ENSG00000274915.1	HAR1A	misc_RNA
chr20	63696668	63698684	+	ENSG00000243509.4	TNFRSF6B	protein_coding
chr20	63744689	63745958	+	ENSG00000229299.2	RP4-583P15.10	antisense
chr20	63861213	63863306	+	ENSG00000183260.6	ABHD16B	protein_coding
chr20	63941465	63941544	-	ENSG00000272045.1	MIR1914	miRNA
chr21	6994374	6997737	-	ENSG00000279313.1	CH507-145C22.4	lincRNA
chr21	14143581	14144158	+	ENSG00000240755.1	ERLEC1P1	processed_pseudogene
chr21	14961309	14964233	+	ENSG00000229047.1	AF127577.10	antisense
chr21	25573980	25574044	+	ENSG00000275402.1	MIR155	miRNA
chr21	33550662	33550728	+	ENSG00000275224.1	MIR6501	miRNA
chr21	36132450	36133032	+	ENSG00000214889.3	RPS9P1	processed_pseudogene
chr21	36485983	36487411	-	ENSG00000223741.1	PSMD4P1	processed_pseudogene
chr21	39171462	39171560	-	ENSG00000276873.1	uc_338	misc_RNA
chr21	39184469	39184899	+	ENSG00000272991.1	AF129408.17	antisense
chr21	41180097	41180626	+	ENSG00000224388.1	BACE2-IT1	antisense
chr21	41739373	41741308	+	ENSG00000236883.1	AP001615.9	antisense
chr21	44328944	44330221	-	ENSG00000241728.4	AP001062.8	sense_overlapping
chr22	15826566	15827187	+	ENSG00000271672.1	DUXAP8	transcribed_processed_pseudogene
chr22	16961936	17008222	-	ENSG00000215568.6	GAB4	protein_coding
chr22	17012404	17012932	+	ENSG00000270226.1	AC006548.26	processed_pseudogene
chr22	17021398	17022570	-	ENSG00000276400.1	VN1R9P	processed_pseudogene
chr22	18101612	18101888	+	ENSG00000235617.1	XXbac-B476C20.10	unprocessed_pseudogene
chr22	18102457	18103649	-	ENSG00000225225.1	ARL2BPP10	processed_pseudogene
chr22	19018043	19018916	-	ENSG00000270393.1	AC000095.9	processed_pseudogene
chr22	19130808	19132623	+	ENSG00000206203.4	TSSK2	protein_coding
chr22	19454179	19454605	+	ENSG00000273300.1	AC000068.9	antisense
chr22	19722945	19724771	+	ENSG00000203618.5	GP1BB	protein_coding
chr22	20064552	20065705	-	ENSG00000268292.1	AC006547.15	antisense
chr22	20085746	20085833	+	ENSG00000266567.1	MIR3618	miRNA
chr22	20086042	20086150	+	ENSG00000221366.2	MIR1306	miRNA
chr22	20110821	20111875	-	ENSG00000243762.1	AC006547.8	antisense
chr22	20126402	20126526	+	ENSG00000264346.1	SNORA77	snoRNA
chr22	20483225	20483316	-	ENSG00000265300.1	AC007731.1	miRNA
chr22	20889206	20891214	-	ENSG00000272600.1	AC007308.7	antisense
chr22	22895375	22895834	+	ENSG00000211675.2	IGLC1	IG_C_gene
chr22	23782283	23783958	-	ENSG00000280178.1	AP000349.2	protein_coding
chr22	23903381	23903455	+	ENSG00000277002.1	AP000350.1	miRNA
chr22	26671402	26671550	+	ENSG00000277941.1	MIAT_exon5_1	misc_RNA
chr22	26672164	26672248	+	ENSG00000275942.1	MIAT_exon5_2	misc_RNA
chr22	26673254	26673630	+	ENSG00000276991.1	MIAT_exon5_3	misc_RNA
chr22	27919384	27919545	+	ENSG00000277460.1	TTC28-AS1_1	misc_RNA
chr22	27922022	27922178	+	ENSG00000276150.1	TTC28-AS1_2	misc_RNA
chr22	28002484	28002595	+	ENSG00000276675.1	TTC28-AS1_4	misc_RNA
chr22	28794555	28800597	-	ENSG00000100219.15	XBP1	protein_coding
chr22	28798628	28798725	-	ENSG00000280977.1	Z93930.1	miRNA
chr22	28992721	29018620	+	ENSG00000235786.1	ZNRF3-IT1	sense_intronic
chr22	29024999	29031476	-	ENSG00000177993.3	ZNRF3-AS1	antisense
chr22	29058672	29061844	-	ENSG00000100249.4	C22orf31	protein_coding
chr22	29073078	29168333	+	ENSG00000183762.11	KREMEN1	protein_coding
chr22	29099041	29111683	-	ENSG00000226772.1	CTA-747E2.10	antisense
chr22	29126261	29126404	-	ENSG00000281592.1	Z95116.1	miRNA
chr22	29134014	29134120	+	ENSG00000200871.1	RNU6-810P	snRNA
chr22	29191697	29191808	-	ENSG00000251952.1	RNU6-1219P	snRNA
chr22	29333163	29333258	-	ENSG00000239127.1	SNORD125	snoRNA
chr22	29437583	29437733	+	ENSG00000274457.1	AC000041.10	unprocessed_pseudogene
chr22	29711820	29719714	-	ENSG00000239446.1	RP1-76B20.12	antisense
chr22	30007049	30007113	+	ENSG00000275818.1	MIR6818	miRNA
chr22	30971005	30971149	+	ENSG00000276664.1	TUG1_1	misc_RNA
chr22	30971296	30971382	+	ENSG00000276057.1	TUG1_2	misc_RNA
chr22	30972857	30973093	+	ENSG00000276965.1	TUG1_3	misc_RNA
chr22	30973417	30973597	+	ENSG00000275307.1	TUG1_4	misc_RNA
chr22	30976515	30978848	-	ENSG00000269987.1	RP3-430N8.11	lincRNA
chr22	30977516	30977858	-	ENSG00000269972.1	RP3-430N8.10	lincRNA
chr22	31059989	31060285	+	ENSG00000240186.3	RN7SL633P	misc_RNA
chr22	31205264	31205616	-	ENSG00000254835.1	RNF185-AS1	antisense
chr22	31621467	31621531	-	ENSG00000275382.1	MIR7109	miRNA
chr22	31837238	31837298	+	ENSG00000252909.1	RNU6-201P	snRNA
chr22	32362972	32363059	+	ENSG00000274617.1	RFPL3-AS1_1	misc_RNA
chr22	32368497	32368567	+	ENSG00000274170.1	RFPL3-AS1_2	misc_RNA
chr22	33164063	33166439	+	ENSG00000232073.1	RP1-302D9.3	antisense
chr22	33704786	33704920	-	ENSG00000253007.2	SNORA76	snoRNA
chr22	35164304	35165347	+	ENSG00000238153.1	CTA-714B7.4	processed_pseudogene
chr22	35194699	35194942	-	ENSG00000243453.1	COX7BP1	processed_pseudogene
chr22	37371684	37372858	+	ENSG00000272694.1	RP1-63G5.8	antisense
chr22	37844272	37844371	-	ENSG00000207945.1	MIR658	miRNA
chr22	37891347	37891448	+	ENSG00000207227.1	RNU6-900P	snRNA
chr22	37950965	37951778	+	ENSG00000272582.1	RP5-1039K5.17	antisense
chr22	37967563	37967624	+	ENSG00000277321.1	MIR6820	miRNA
chr22	37970686	37987422	-	ENSG00000100146.15	SOX10	protein_coding
chr22	37988794	37988853	+	ENSG00000264505.1	MIR4534	miRNA
chr22	39120293	39120566	-	ENSG00000226024.1	COX5BP7	processed_pseudogene
chr22	39313819	39313911	-	ENSG00000209480.1	SNORD83B	snoRNA
chr22	39319050	39319113	-	ENSG00000263764.1	SNORD43	snoRNA
chr22	41092513	41092566	+	ENSG00000221160.1	MIR1281	miRNA
chr22	41923222	41923297	-	ENSG00000263463.1	MIR378I	miRNA
chr22	42569147	42569250	-	ENSG00000251913.1	RNU6-513P	snRNA
chr22	42615244	42615393	+	ENSG00000276027.1	RNU12	snRNA
chr22	45976878	45976954	-	ENSG00000265610.1	CR536603.1	miRNA
chr22	46112732	46112840	+	ENSG00000198986.2	MIRLET7A3	miRNA
chr22	46113566	46113657	+	ENSG00000264147.1	MIR4763	miRNA
chr22	46113686	46113768	+	ENSG00000207875.1	MIRLET7B	miRNA
chr22	50275674	50275921	+	ENSG00000279216.1	AL022328.1	protein_coding
chrX	2904904	2906081	+	ENSG00000229851.1	ARSD-AS1	antisense
chrX	3607258	3607365	-	ENSG00000207332.1	RNU6-146P	snRNA
chrX	15785716	15787589	-	ENSG00000281371.1	INE2	antisense
chrX	21872707	21872808	+	ENSG00000206639.1	Y_RNA	misc_RNA
chrX	30834623	30835300	+	ENSG00000231542.1	TAB3-AS1	antisense
chrX	30854321	30854707	+	ENSG00000235512.1	TAB3-AS2	antisense
chrX	37441523	37442068	+	ENSG00000241607.1	RP11-357K9.2	unprocessed_pseudogene
chrX	39837561	39837613	+	ENSG00000263972.1	MIR1587	miRNA
chrX	41233633	41234283	+	ENSG00000269941.1	RP5-1172N10.4	sense_intronic
chrX	52063347	52063474	-	ENSG00000221705.1	SNORA11E	snoRNA
chrX	52190621	52190748	+	ENSG00000221475.1	SNORA11D	snoRNA
chrX	53143034	53143117	-	ENSG00000266700.1	AL139396.1	miRNA
chrX	54927305	54927433	+	ENSG00000221750.1	SNORA11	snoRNA
chrX	66018870	66018979	+	ENSG00000207939.1	MIR223	miRNA
chrX	67545277	67545422	+	ENSG00000280956.1	AL049564.1	miRNA
chrX	70846080	70846295	-	ENSG00000280704.1	U3	snoRNA
chrX	73821657	73821724	-	ENSG00000274655.1	XIST_intron	misc_RNA
chrX	73831145	73831270	-	ENSG00000277577.1	Xist_exon4	misc_RNA
chrX	73850487	73850571	+	ENSG00000278039.1	Xist_exon1	misc_RNA
chrX	73944332	73944466	+	ENSG00000274430.1	JPX_1	misc_RNA
chrX	73944595	73944663	+	ENSG00000276784.1	JPX_2	misc_RNA
chrX	74280936	74281082	+	ENSG00000275254.1	FTX_3	misc_RNA
chrX	74293357	74293574	+	ENSG00000277922.1	FTX_5	misc_RNA
chrX	80024067	80031111	+	ENSG00000281700.1	TBX22	protein_coding
chrX	85244095	85244171	+	ENSG00000264517.1	AC003001.1	miRNA
chrX	92460452	92460545	+	ENSG00000211526.1	AL121869.1	miRNA
chrX	107428989	107429079	+	ENSG00000207846.1	AL035088.1	miRNA
chrX	112780718	112780788	-	ENSG00000263351.1	MIR4329	miRNA
chrX	115622308	115649561	+	ENSG00000281638.1	AL589842.1	protein_coding
chrX	115703812	115703867	+	ENSG00000264759.1	AC005000.1	miRNA
chrX	120877496	120878924	-	ENSG00000278646.1	RP1-321E8.5	protein_coding
chrX	126472809	126472882	-	ENSG00000264338.1	AL359973.1	miRNA
chrX	136879199	136879271	-	ENSG00000206979.1	SNORD61	snoRNA
chrX	138627077	138627343	+	ENSG00000232183.1	RP6-27P15.2	antisense
chrX	140086058	140086145	+	ENSG00000280833.1	AL589987.1	miRNA
chrX	140783176	140784660	+	ENSG00000281508.1	CDR1-AS	antisense
chrX	148501098	148991332	+	ENSG00000281817.1	AFF2	protein_coding
chrX	151956683	151956778	-	ENSG00000264120.1	AF274855.1	miRNA
chrX	151958578	151958658	-	ENSG00000207621.1	MIR224	miRNA
chrX	151959607	151959719	-	ENSG00000207753.2	MIR452	miRNA
chrX	154400281	154400415	+	ENSG00000207165.1	SNORA70	snoRNA
chrX	154768596	154768656	+	ENSG00000281135.1	MIR664B	miRNA
chrX	154774998	154775126	+	ENSG00000206693.1	SNORA56	snoRNA
chrX	154887360	154887458	-	ENSG00000221533.1	MIR1184-1	miRNA
chrX	155383100	155383198	-	ENSG00000221190.1	MIR1184-1	miRNA
chrX	155457517	155457615	+	ENSG00000221603.1	MIR1184-3	miRNA
chrX	156022631	156022698	+	ENSG00000276543.3	AJ271736.1	miRNA
chrY	5573928	5574019	+	ENSG00000252059.2	AC012667.1	miRNA
chrY	7378672	7378779	+	ENSG00000252155.1	RNU6-941P	snRNA
chrY	57209151	57209218	+	ENSGR0000276543.3	AJ271736.1	miRNA
